ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Children,Total_Spend,Total_Purchases,Customer_Tenure_Days,Age_Band,Income_Band,Customer_Segment
8536381,1956,PhD,Together,64650.0,0,0,2014-02-10,47,29,8,152,106,101,29,4,3,0,12,1,0,0,0,0,0,0,0,Canada,69,0,425,15,4357,60-69,High,Standard Customer
15625593,1960,PhD,Single,77198.9,1,0,2014-05-22,75,363,0,25,8,35,0,3,12,2,4,7,0,0,0,0,0,0,0,Spain,65,1,431,18,4256,60-69,High,High Income
4351654,1969,Graduation,Married,3069.8,1,1,2012-09-24,99,0,3,50,0,2,4,3,2,0,4,6,0,0,0,0,0,0,0,Spain,56,2,59,6,4861,50-59,Low,High Web Engagement
13076327,1976,Graduation,Married,31685.1,0,0,2013-08-05,47,42,0,53,0,0,79,1,4,2,3,5,0,0,0,0,0,0,0,Spain,49,0,174,9,4546,40-49,Mid,Standard Customer
15792373,1957,Graduation,Single,99772.5,0,1,2013-03-01,86,186,6,186,71,84,50,3,4,10,9,3,0,0,0,0,0,0,0,Canada,68,1,583,23,4703,60-69,Very High,High Income
7837292,1982,Master,Divorced,39003.0,1,0,2012-09-12,99,0,136,29,10,185,12,4,9,1,1,8,0,0,0,0,0,0,0,USA,43,1,372,11,4873,40-49,Mid,High Web Engagement
14251545,1953,Graduation,Single,49079.0,1,0,2014-06-29,50,86,0,2,0,1,0,3,2,0,3,8,0,0,0,0,0,0,0,Spain,72,1,89,5,4218,70+,Mid,High Web Engagement
1259764,1977,Graduation,Divorced,113626.3,0,1,2014-02-21,91,69,8,380,159,87,30,2,5,2,3,4,0,0,0,0,0,0,0,Canada,48,1,733,10,4346,40-49,Very High,High Income
920373,1985,Graduation,Married,1730.0,1,0,2012-11-17,99,0,0,29,0,0,18,2,1,0,2,7,0,0,0,0,0,0,0,Canada,40,1,47,3,4807,40-49,Low,High Web Engagement
8066933,1966,Basic,Together,4463.9,1,0,2014-01-29,51,36,0,15,6,2,2,4,1,1,1,4,0,0,0,0,0,0,0,Spain,59,1,61,3,4369,50-59,Low,Family Customer
10077035,1968,PhD,Married,30444.8,1,0,2014-05-09,17,0,0,62,6,0,0,2,3,1,2,7,0,0,0,0,0,0,0,Canada,57,1,68,6,4269,50-59,Mid,High Web Engagement
5416978,1967,2n Cycle,Together,112174.0,0,2,2012-09-11,48,1395,50,216,259,11,84,1,4,0,7,1,1,0,1,0,0,0,0,Canada,58,2,2015,11,4874,50-59,Very High,High Spender
5997498,1982,Graduation,Widow,96881.2,1,0,2014-04-14,99,838,0,27,0,26,26,2,8,8,3,8,0,0,1,0,0,0,0,Saudi Arabia,43,1,917,19,4294,40-49,Very High,High Income
14830838,1996,Master,Together,108768.0,0,0,2013-01-28,49,154,33,687,154,19,13,1,5,6,12,4,0,0,0,1,0,0,0,USA,29,0,1060,23,4735,18-29,Very High,High Income
15719864,1970,Master,Single,14289.1,1,1,2014-02-12,11,20,1,49,2,0,16,1,1,0,3,4,0,0,0,0,0,0,0,Canada,55,2,88,4,4355,50-59,Low,Family Customer
6303259,1985,PhD,Single,1730.0,1,1,2014-05-05,23,0,0,41,3,0,0,5,1,0,3,5,0,0,0,0,0,0,0,Spain,40,2,44,4,4273,40-49,Low,Family Customer
1426777,1949,Graduation,Married,51639.8,1,0,2013-04-20,1,12,4,58,0,0,5,1,13,2,0,4,0,0,0,0,0,0,0,India,76,1,79,15,4653,70+,Mid,Family Customer
8623513,1976,Master,Single,98381.3,0,0,2013-05-16,94,844,9,56,246,7,0,3,5,1,6,10,0,0,0,0,0,0,0,USA,49,0,1162,12,4627,40-49,Very High,High Income
7880844,1973,2n Cycle,Single,1730.0,1,0,2013-12-12,29,0,0,0,0,0,0,3,1,4,5,6,0,0,0,0,0,0,0,Canada,52,1,0,10,4417,50-59,Low,High Web Engagement
2093722,1987,Graduation,Married,4600.6,0,1,2013-03-24,37,1,0,16,11,0,7,1,2,1,3,7,0,0,0,0,0,0,0,Spain,38,1,35,6,4680,30-39,Low,High Web Engagement
15187415,1981,Master,Single,70508.2,0,1,2012-09-03,89,985,3,23,121,0,53,2,6,1,0,3,0,1,0,0,0,0,0,Saudi Arabia,44,1,1185,7,4882,40-49,High,Family Customer
12461897,1988,PhD,Married,23722.5,1,0,2012-12-10,78,0,0,43,0,0,4,2,1,0,2,8,0,0,0,0,0,0,0,Germany,37,1,47,3,4784,30-39,Low,High Web Engagement
3546638,1957,Master,Together,92826.9,0,1,2014-02-24,99,1327,0,354,72,136,166,1,5,0,5,0,0,0,0,0,0,1,0,USA,68,1,2055,10,4343,60-69,Very High,High Spender
2719230,1986,PhD,Married,68246.9,1,0,2014-06-29,38,7,0,15,3,1,28,1,12,1,4,7,0,0,0,0,0,0,0,Spain,39,1,54,17,4218,30-39,High,High Web Engagement
13755756,1955,Master,Single,69852.4,1,0,2012-09-19,22,881,2,0,0,53,80,1,3,1,3,6,0,0,0,0,0,1,0,Australia,70,1,1016,7,4866,70+,High,Campaign Responder
8148244,1963,PhD,Single,10414.3,1,0,2014-02-10,99,49,0,25,0,0,5,2,4,0,2,7,0,0,0,1,0,0,0,Canada,62,1,79,6,4357,60-69,Low,High Web Engagement
1742757,1980,Basic,Married,1730.0,1,0,2012-12-23,78,0,0,19,3,2,0,4,1,0,3,7,0,0,0,0,0,0,0,Spain,45,1,24,4,4771,40-49,Low,High Web Engagement
858867,1984,PhD,Together,62321.2,1,0,2014-01-28,40,127,0,109,7,93,17,4,1,1,4,6,0,0,0,0,0,0,0,Spain,41,1,353,6,4370,40-49,High,High Web Engagement
16645970,1989,Graduation,Married,32266.6,1,0,2013-08-17,6,0,0,46,2,0,9,3,1,0,6,8,0,0,0,0,0,0,0,Spain,36,1,57,7,4534,30-39,Mid,High Web Engagement
13658556,1989,Master,Married,13552.3,0,1,2013-09-09,56,192,0,48,7,18,1,1,3,4,3,5,0,0,0,0,0,0,1,Australia,36,1,266,10,4511,30-39,Low,Family Customer
1505567,1945,Graduation,Together,110495.3,0,0,2013-05-15,47,881,31,425,157,193,82,1,5,2,9,0,0,0,0,1,0,1,0,Spain,80,0,1769,16,4628,70+,Very High,High Spender
12903388,1968,Graduation,Together,98608.0,0,0,2013-12-05,70,0,0,31,259,20,0,1,2,1,3,6,0,0,0,0,0,1,0,Canada,57,0,310,6,4424,50-59,Very High,High Income
3527603,1958,Basic,Together,19286.4,1,1,2013-12-10,53,0,0,1025,10,106,0,4,3,0,1,7,0,0,0,0,0,0,0,Canada,67,2,1141,4,4419,60-69,Low,High Web Engagement
3863971,1974,Master,Married,97025.6,0,0,2013-10-10,79,187,2,42,259,20,9,1,3,1,5,5,0,0,0,1,1,0,0,Spain,51,0,519,9,4480,50-59,Very High,High Income
15056780,1949,2n Cycle,Together,87203.1,1,0,2014-03-24,68,982,58,187,112,20,1,3,3,4,2,4,0,0,0,0,0,1,0,Saudi Arabia,76,1,1360,9,4315,70+,Very High,High Income
1590648,1988,PhD,Widow,50617.3,0,1,2013-09-19,52,33,0,48,5,4,7,1,1,1,9,4,0,1,0,0,0,1,0,Saudi Arabia,37,1,97,11,4501,30-39,Mid,Campaign Responder
1089085,1981,Graduation,Single,88942.2,0,0,2013-08-05,99,428,1,1302,132,224,57,1,5,1,6,0,1,0,1,0,0,0,0,Australia,44,0,2144,12,4546,40-49,Very High,High Spender
422792,1956,Master,Together,89087.7,0,0,2014-05-27,57,26,24,1002,8,47,24,1,6,5,6,0,0,0,0,0,0,1,0,Australia,69,0,1131,17,4251,60-69,Very High,High Income
14775234,1959,PhD,Single,101096.8,1,0,2012-11-15,35,0,4,1040,9,0,10,4,3,4,1,1,0,0,0,0,0,0,0,Spain,66,1,1063,8,4809,60-69,Very High,High Income
8530858,1992,PhD,Married,65693.4,1,0,2014-06-29,23,150,0,50,6,0,0,2,1,1,7,8,0,0,0,0,0,0,0,Canada,33,1,206,9,4218,30-39,High,High Web Engagement
1833824,1959,Graduation,Single,1730.0,1,1,2013-01-15,99,60,4,34,64,0,4,2,3,1,3,6,0,0,0,0,0,0,0,Saudi Arabia,66,2,166,7,4748,60-69,Low,High Web Engagement
11843786,1966,Graduation,Together,103352.8,0,1,2013-04-21,46,1004,74,1211,52,4,83,1,6,2,7,2,0,1,0,0,0,1,0,Spain,59,1,2428,15,4652,50-59,Very High,High Spender
9615669,1979,Basic,Married,53292.1,0,0,2013-08-25,17,815,6,20,3,22,0,1,4,6,5,7,0,0,0,0,0,0,0,USA,46,0,866,15,4526,40-49,Mid,High Web Engagement
13554093,1978,2n Cycle,Married,5828.9,1,1,2012-12-17,52,0,0,34,0,0,8,3,5,0,5,8,0,0,0,0,0,0,0,Spain,47,2,42,10,4777,40-49,Low,High Web Engagement
6576132,1975,2n Cycle,Together,80896.5,0,1,2014-02-24,50,78,0,51,5,8,176,1,6,4,1,3,0,0,0,0,0,0,0,Canada,50,1,318,11,4343,50-59,High,High Income
8141942,1967,Graduation,Together,92473.0,0,0,2013-01-05,28,1150,4,221,31,30,142,1,4,5,3,2,0,0,1,0,0,0,0,Canada,58,0,1578,12,4758,50-59,Very High,High Spender
14451861,1951,Master,Single,19913.8,1,1,2012-11-06,91,0,0,56,6,0,1,2,3,0,4,5,0,0,0,0,0,1,0,Spain,74,2,63,7,4818,70+,Low,Campaign Responder
16285745,1963,Graduation,Single,92151.3,0,0,2012-12-11,28,0,0,142,26,1,12,4,7,2,1,7,0,0,0,0,0,0,0,Spain,62,0,181,10,4783,60-69,Very High,High Income
7916634,1980,Master,Married,97850.5,0,0,2014-04-09,90,417,116,108,61,20,46,1,2,6,4,1,0,0,0,0,0,0,0,Spain,45,0,768,12,4299,40-49,Very High,High Income
6062520,1948,Graduation,Married,56723.4,0,0,2012-09-04,56,536,1,66,33,29,148,1,6,0,6,5,0,0,1,0,0,0,0,India,77,0,813,12,4881,70+,Mid,Standard Customer
13802564,1979,PhD,Single,8519.0,1,1,2014-06-29,71,0,0,2,0,0,2,2,3,0,3,8,0,0,0,0,0,0,0,Spain,46,2,4,6,4218,40-49,Low,High Web Engagement
9830848,1996,PhD,Divorced,60453.8,1,1,2012-11-19,99,4,0,24,0,0,10,2,1,0,5,6,0,0,0,0,0,0,0,Canada,29,2,38,6,4805,18-29,High,High Web Engagement
15005813,1965,Graduation,Married,64865.6,0,0,2013-06-10,37,1304,14,524,35,14,120,1,2,0,4,1,0,1,0,0,0,1,0,Canada,60,0,2011,6,4602,60-69,High,High Spender
7716527,1971,Graduation,Divorced,89452.1,0,0,2014-06-04,5,0,33,36,8,4,33,1,5,11,10,7,0,0,0,0,0,0,0,Spain,54,0,114,26,4243,50-59,Very High,High Income
7360865,1975,PhD,Together,99052.0,1,1,2012-10-23,44,37,0,106,159,3,0,2,8,2,6,6,0,0,0,0,0,0,0,Saudi Arabia,50,2,305,16,4832,50-59,Very High,High Income
9309586,1969,PhD,Single,83881.7,1,0,2013-07-30,21,112,0,772,161,87,21,3,2,1,4,6,0,0,0,1,0,0,0,Australia,56,1,1153,7,4552,50-59,High,High Income
7297367,1996,Graduation,Together,87962.0,0,0,2012-10-21,17,0,47,175,5,13,76,3,3,1,5,2,0,0,0,0,0,0,0,Saudi Arabia,29,0,316,9,4834,18-29,Very High,High Income
11663323,1984,Basic,Married,1730.0,1,0,2014-02-27,35,0,0,23,0,0,0,1,1,0,2,8,0,0,0,0,0,0,0,Spain,41,1,23,3,4340,40-49,Low,High Web Engagement
6622446,1969,Graduation,Divorced,63828.1,1,0,2013-03-10,46,0,1,124,25,0,22,1,9,5,3,6,0,0,0,0,0,0,0,Germany,56,1,172,17,4694,50-59,High,High Web Engagement
7003485,1962,Master,Single,23119.1,1,0,2013-09-23,99,0,0,1155,6,6,0,1,2,0,8,7,0,0,0,1,0,0,0,Spain,63,1,1167,10,4497,60-69,Low,High Web Engagement
13715971,1981,Master,Single,35387.6,0,0,2013-09-11,99,0,0,43,14,0,16,1,0,1,1,7,0,0,0,0,0,1,0,Spain,44,0,73,2,4509,40-49,Mid,Campaign Responder
8521954,1965,Graduation,Single,1730.0,1,0,2013-08-03,51,39,0,148,0,5,12,2,3,0,8,2,0,0,0,0,0,0,0,Spain,60,1,204,11,4548,60-69,Low,Family Customer
3950960,1962,Graduation,Widow,35732.9,1,1,2014-06-29,24,0,0,6,0,0,0,3,3,0,1,7,1,0,0,0,0,0,0,Spain,63,2,6,4,4218,60-69,Mid,High Web Engagement
13748863,1985,Graduation,Absurd,41553.7,1,0,2013-05-06,99,0,0,0,0,0,0,3,2,0,2,5,0,0,0,0,0,0,0,Spain,40,1,0,4,4637,40-49,Mid,Family Customer
5016624,1988,2n Cycle,Married,9081.9,1,1,2013-08-22,99,0,0,5,0,0,6,4,2,3,0,7,0,0,0,0,0,0,0,India,37,2,11,5,4529,30-39,Low,High Web Engagement
16715628,1982,Graduation,Divorced,12285.7,1,0,2013-09-30,99,0,0,14,0,0,4,3,0,0,3,7,0,0,0,0,0,0,0,Spain,43,1,18,3,4490,40-49,Low,High Web Engagement
9823317,1982,Basic,Married,15865.2,0,0,2013-08-13,58,0,0,27,9,0,12,4,1,1,5,7,0,0,0,0,0,0,0,Saudi Arabia,43,0,48,7,4538,40-49,Low,High Web Engagement
10968521,1963,Graduation,Married,72715.4,0,1,2013-05-07,28,211,14,202,4,4,3,1,4,3,2,4,0,1,0,0,0,0,0,USA,62,1,438,9,4636,60-69,High,Family Customer
12644277,1994,PhD,Single,72801.3,0,0,2014-06-29,5,1216,0,189,7,0,105,2,4,2,7,6,0,0,0,1,0,1,0,Spain,31,0,1517,13,4218,30-39,High,Campaign Responder
4674421,1968,Graduation,Married,106510.0,0,0,2012-07-30,57,617,23,397,164,12,89,4,4,2,3,0,0,0,0,0,0,1,0,Saudi Arabia,57,0,1302,9,4917,50-59,Very High,High Income
7159370,1971,Graduation,Together,81240.2,0,0,2012-07-30,32,0,23,32,93,121,13,1,2,2,9,6,0,0,0,0,0,1,0,USA,54,0,282,13,4917,50-59,High,High Income
14884459,1969,2n Cycle,Married,62929.9,0,0,2012-12-22,30,147,16,61,173,13,11,3,4,1,6,4,0,0,0,0,0,1,0,Spain,56,0,421,11,4772,50-59,High,Campaign Responder
1718962,1980,Graduation,Married,23194.5,1,1,2013-01-31,11,369,0,40,9,0,44,1,7,7,2,0,0,0,0,0,0,0,0,Spain,45,2,462,16,4732,40-49,Low,Family Customer
8583960,1969,2n Cycle,Married,104812.7,0,0,2013-03-11,17,1396,61,69,259,121,0,2,6,2,5,4,0,0,0,1,0,1,0,Australia,56,0,1906,13,4693,50-59,Very High,High Spender
14172625,1950,Master,Together,5415.0,1,0,2013-03-09,95,2,0,19,0,2,0,2,1,0,1,7,0,0,0,0,0,0,0,Spain,75,1,23,2,4695,70+,Low,High Web Engagement
3369296,1964,Graduation,Married,85154.4,1,0,2012-11-24,12,584,0,51,6,114,14,4,2,1,6,8,0,0,0,1,0,0,0,Saudi Arabia,61,1,769,9,4800,60-69,High,High Income
6869518,1961,Master,Single,81538.1,0,0,2014-03-28,53,171,0,39,5,2,16,3,2,0,10,0,0,0,0,0,0,1,0,Spain,64,0,233,12,4311,60-69,High,High Income
7685574,1983,Graduation,Married,18761.5,1,1,2014-04-09,46,0,0,19,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,Germany,42,2,19,4,4299,40-49,Low,High Web Engagement
1297162,1970,PhD,Married,64631.7,2,0,2013-09-25,4,331,11,48,26,0,72,4,3,1,6,5,0,0,0,0,0,1,0,Canada,55,2,488,10,4495,50-59,High,Campaign Responder
10157758,1981,Master,Together,65442.8,0,0,2013-12-28,16,27,0,159,1,60,34,3,6,2,3,7,0,0,0,0,0,0,0,Germany,44,0,281,11,4401,40-49,High,High Web Engagement
2690209,1957,Master,Divorced,94205.9,0,0,2014-02-15,13,0,22,390,259,5,14,3,9,4,4,6,0,0,1,1,0,1,0,Germany,68,0,690,17,4352,60-69,Very High,High Income
3310860,1986,PhD,Widow,30950.6,1,0,2013-08-25,99,0,0,168,0,0,9,4,1,0,3,8,1,0,0,0,0,0,0,Canada,39,1,177,4,4526,30-39,Mid,High Web Engagement
10073137,1981,Graduation,Together,105152.0,0,0,2014-04-23,99,1015,7,212,80,55,264,1,2,6,1,7,0,0,0,0,0,1,0,USA,44,0,1633,9,4285,40-49,Very High,High Spender
14697369,1987,2n Cycle,Single,1730.0,1,0,2013-03-07,33,0,0,5,0,0,1,2,2,0,3,8,0,0,0,0,0,0,0,Spain,38,1,6,5,4697,30-39,Low,High Web Engagement
11864381,1966,Graduation,Together,1730.0,1,0,2013-04-07,75,161,0,42,13,2,41,1,2,4,3,5,0,0,0,0,0,0,0,USA,59,1,259,9,4666,50-59,Low,Family Customer
14697412,1969,Graduation,Together,73564.3,1,1,2014-04-15,15,0,0,8,6,2,0,4,2,0,2,5,0,0,0,0,0,0,0,Canada,56,2,16,4,4293,50-59,High,Family Customer
16565856,1993,Graduation,Together,99000.3,0,1,2014-06-29,89,0,8,127,17,3,0,4,4,2,3,9,0,0,0,1,0,0,0,Saudi Arabia,32,1,155,9,4218,30-39,Very High,High Income
14237921,1980,PhD,Together,3386.0,1,0,2014-04-30,18,0,0,8,0,0,1,2,1,1,0,8,0,0,0,0,0,0,0,USA,45,1,9,2,4278,40-49,Low,High Web Engagement
10955718,1964,Master,Together,70159.5,0,1,2013-08-05,80,676,11,19,81,56,9,1,6,2,3,3,1,0,0,1,0,1,0,Australia,61,1,852,11,4546,60-69,High,Campaign Responder
5099448,1968,Graduation,Single,57674.1,1,0,2013-06-12,73,177,0,35,54,0,23,3,4,0,7,8,0,0,0,0,0,0,0,Canada,57,1,289,11,4600,50-59,Mid,High Web Engagement
3848665,1963,Master,Together,75571.8,0,0,2013-08-06,65,507,76,739,4,4,10,2,4,8,1,1,0,0,0,0,0,0,0,Spain,62,0,1340,13,4545,60-69,High,High Income
16636389,1964,Master,Together,69128.9,0,0,2014-06-05,99,236,0,416,236,4,34,1,5,3,9,5,0,0,1,0,0,0,0,Canada,61,0,926,17,4242,60-69,High,Standard Customer
13290017,1980,Master,Alone,66942.9,0,1,2013-10-28,50,13,0,143,6,11,4,2,3,2,8,7,0,0,0,1,0,0,0,Spain,45,1,177,13,4462,40-49,High,High Web Engagement
4941208,1956,Master,Divorced,99131.7,0,0,2013-02-25,42,1443,64,1073,164,41,90,4,11,1,9,2,0,0,0,0,0,0,0,Spain,69,0,2875,21,4707,60-69,Very High,High Spender
13908670,1986,PhD,Single,14761.3,1,1,2012-09-15,93,280,0,47,26,2,8,3,12,2,4,2,0,0,0,0,0,0,0,Australia,39,2,363,18,4870,30-39,Low,Family Customer
10296900,1976,PhD,Together,85491.9,0,0,2014-03-09,4,424,0,160,259,4,325,4,6,0,3,0,0,0,1,0,0,0,0,India,49,0,1172,9,4330,40-49,High,High Income
708362,1962,Master,Married,106379.7,0,0,2013-12-04,49,1493,3,806,38,36,71,3,6,2,7,8,0,0,0,0,0,1,0,USA,63,0,2447,15,4425,60-69,Very High,High Spender
15323177,1952,Graduation,Single,53514.3,1,0,2014-02-16,49,25,5,204,10,68,33,0,2,2,8,3,0,0,0,0,0,0,0,Germany,73,1,345,12,4351,70+,Mid,Family Customer
9982114,1981,Graduation,Together,26898.7,1,1,2013-09-20,73,0,4,415,28,0,0,3,2,2,4,4,0,0,0,1,0,0,0,Canada,44,2,447,8,4500,40-49,Low,Family Customer
14459429,1957,Master,Married,29291.8,1,0,2013-11-26,53,20,0,1036,3,0,4,3,2,0,6,6,0,0,0,0,0,0,0,Australia,68,1,1063,8,4433,60-69,Mid,High Web Engagement
8268725,1994,Master,Married,99328.2,2,1,2013-12-18,55,147,49,417,30,30,89,1,3,3,8,3,0,1,0,0,0,1,1,Australia,31,3,762,14,4411,30-39,Very High,High Income
3885916,1979,Graduation,Married,60788.2,0,0,2014-05-19,61,30,6,1025,129,67,47,3,6,1,9,0,0,0,1,0,0,0,0,Spain,46,0,1304,16,4259,40-49,High,Standard Customer
6156751,1968,Master,Together,17788.6,1,0,2013-01-08,99,0,0,37,4,0,0,2,2,0,1,7,0,0,0,0,0,0,0,Saudi Arabia,57,1,41,3,4755,50-59,Low,High Web Engagement
1608308,1983,Master,Together,95523.3,0,1,2014-02-01,83,63,0,187,68,2,37,5,2,1,10,8,0,0,0,0,0,0,0,Canada,42,1,357,13,4366,40-49,Very High,High Income
7844263,1954,Basic,Together,8172.2,1,0,2012-09-12,51,28,18,13,11,0,0,5,9,0,5,4,0,0,0,0,0,0,0,Canada,71,1,70,14,4873,70+,Low,Family Customer
3053819,1958,PhD,Together,58569.9,0,0,2013-08-25,54,203,33,946,259,5,97,5,5,4,1,3,0,0,0,1,0,0,0,Canada,67,0,1543,10,4526,60-69,High,Standard Customer
12173994,1955,2n Cycle,Married,56454.4,1,0,2013-07-23,88,0,14,332,37,1,14,1,1,1,5,7,0,0,0,0,0,0,0,Saudi Arabia,70,1,398,7,4559,70+,Mid,High Web Engagement
8383216,1980,Master,Together,81068.5,2,0,2012-10-22,88,743,27,1140,58,16,0,3,4,3,6,7,0,0,0,1,0,1,0,Australia,45,2,1984,13,4833,40-49,High,High Spender
11269173,1970,Graduation,Married,85645.9,0,0,2012-07-30,19,277,133,637,38,20,106,4,2,1,6,2,0,0,1,0,0,0,0,Canada,55,0,1211,9,4917,50-59,High,High Income
9246771,1988,PhD,Together,63568.2,1,0,2013-01-30,99,0,0,17,24,6,10,2,3,0,1,2,0,1,0,0,0,0,0,USA,37,1,57,4,4733,30-39,High,Family Customer
3622873,1974,Basic,Together,74676.3,1,0,2014-06-29,98,0,0,31,0,1,78,1,4,1,3,4,0,0,0,0,0,0,0,Canada,51,1,110,8,4218,50-59,High,Family Customer
5073036,1977,Basic,YOLO,1730.0,1,0,2012-11-12,94,0,0,29,4,0,11,1,1,1,3,7,0,0,0,0,0,1,0,Spain,48,1,44,5,4812,40-49,Low,Campaign Responder
12491395,1963,PhD,Together,76970.8,1,0,2012-09-29,60,50,20,35,9,0,102,3,3,4,4,4,0,0,0,0,0,1,0,Australia,62,1,216,11,4856,60-69,High,High Income
15955465,1978,PhD,Single,27434.9,1,1,2013-10-25,99,0,0,61,4,0,26,1,1,1,1,7,0,1,0,0,0,0,0,Spain,47,2,91,3,4465,40-49,Low,High Web Engagement
11667667,1949,Master,Divorced,21391.3,0,0,2014-01-19,99,0,2,59,9,2,21,1,2,1,3,8,0,0,0,1,0,0,0,Saudi Arabia,76,0,93,6,4379,70+,Low,High Web Engagement
9302151,1970,Graduation,Divorced,77227.9,0,1,2012-12-19,14,91,7,0,242,24,52,0,3,4,6,8,0,1,1,0,0,0,0,India,55,1,416,13,4775,50-59,High,High Income
12377553,1975,Graduation,Divorced,12104.1,1,1,2013-01-15,92,0,0,44,14,1,0,3,2,3,2,8,0,0,0,0,0,0,0,Canada,50,2,59,7,4748,50-59,Low,High Web Engagement
6603437,1980,Master,Divorced,71520.9,0,0,2012-11-01,21,889,14,219,17,0,21,5,5,0,3,1,0,0,0,0,0,0,0,Germany,45,0,1160,8,4823,40-49,High,Standard Customer
7238708,1967,2n Cycle,Married,46105.9,1,2,2014-01-28,99,0,3,62,21,3,7,4,3,0,4,7,0,0,0,0,0,0,0,Spain,58,3,96,7,4370,50-59,Mid,High Web Engagement
8348126,1976,Graduation,Married,17302.2,1,1,2013-03-06,83,15,0,57,7,0,57,2,3,0,1,7,0,0,0,0,0,0,0,Australia,49,2,136,4,4698,40-49,Low,High Web Engagement
1023732,1986,Master,Married,67177.9,0,0,2013-04-13,68,33,1,27,19,1,17,3,2,2,5,5,0,0,0,0,0,0,0,Canada,39,0,98,9,4660,30-39,High,Standard Customer
7961796,1996,Master,Together,70690.4,1,0,2013-06-02,35,234,0,69,259,55,86,2,2,7,1,4,0,1,0,0,0,0,0,India,29,1,703,10,4610,18-29,High,Family Customer
8390980,1985,Graduation,Married,77367.4,1,0,2013-05-30,93,71,0,118,34,41,27,3,7,8,6,5,0,0,0,1,0,0,0,Saudi Arabia,40,1,291,21,4613,40-49,High,High Income
15034529,1967,Graduation,Married,77258.8,0,0,2012-09-15,99,0,6,61,4,0,0,1,3,2,4,0,0,0,0,0,0,0,0,Australia,58,0,71,9,4870,50-59,High,High Income
9483311,1970,Graduation,Widow,109773.6,0,0,2014-01-12,78,0,3,157,43,10,129,1,9,2,9,2,0,0,0,0,0,0,0,India,55,0,342,20,4386,50-59,Very High,High Income
6034361,1941,Graduation,Single,48091.8,0,0,2013-09-25,80,261,0,112,80,7,1,3,8,2,3,6,0,0,0,1,0,0,0,Australia,84,0,461,13,4495,70+,Mid,High Web Engagement
2135638,1985,Graduation,Single,72510.8,0,0,2013-07-14,83,649,0,738,71,35,17,2,4,4,6,4,0,0,0,0,0,0,0,Germany,40,0,1510,14,4568,40-49,High,Standard Customer
1443817,1976,Master,Married,1730.0,1,0,2013-04-04,28,0,0,57,11,0,0,1,2,2,3,7,0,0,0,0,0,0,0,Canada,49,1,68,7,4669,40-49,Low,High Web Engagement
15320197,1972,Graduation,Together,1730.0,1,1,2014-06-29,99,0,0,36,0,0,0,4,4,0,3,7,0,0,0,0,0,0,0,Canada,53,2,36,7,4218,50-59,Low,High Web Engagement
9615314,1978,Basic,Together,97297.5,0,0,2013-01-26,63,630,0,53,9,32,54,1,4,1,4,5,0,0,0,0,0,0,0,Canada,47,0,778,9,4737,40-49,Very High,High Income
11475098,1969,PhD,Married,100370.8,0,0,2013-04-10,99,552,0,1120,31,16,33,2,6,2,3,4,1,0,0,0,0,0,0,Saudi Arabia,56,0,1752,11,4663,50-59,Very High,High Spender
11865544,1984,PhD,Married,4099.8,1,1,2012-09-21,34,39,0,34,25,0,7,3,5,0,1,3,0,0,0,0,0,0,0,India,41,2,105,6,4864,40-49,Low,Family Customer
3421946,1981,PhD,Divorced,51733.9,0,0,2013-09-04,51,453,0,39,250,53,94,1,2,2,1,1,0,0,0,0,0,1,0,Saudi Arabia,44,0,889,5,4516,40-49,Mid,Campaign Responder
8384141,1985,Graduation,Single,35906.9,1,1,2013-11-09,40,31,16,59,259,48,137,2,4,0,2,2,0,0,0,0,0,0,0,Canada,40,2,550,6,4450,40-49,Mid,Family Customer
13827959,1970,Graduation,Together,3359.0,1,0,2013-09-27,42,0,0,0,0,0,0,2,1,0,3,7,0,0,0,0,0,0,0,Canada,55,1,0,4,4493,50-59,Low,High Web Engagement
6680000,1977,Master,Together,4037.6,0,1,2013-04-04,99,0,0,47,0,0,0,2,0,1,6,3,0,0,0,0,0,0,0,Saudi Arabia,48,1,47,7,4669,40-49,Low,Family Customer
13450422,1976,Master,Married,51868.9,1,0,2013-12-11,93,10,0,48,2,2,7,1,2,3,6,7,0,0,0,0,0,0,0,Saudi Arabia,49,1,69,11,4418,40-49,Mid,High Web Engagement
11663352,1972,Graduation,Married,33657.5,0,0,2013-09-07,99,260,3,993,124,19,63,1,3,9,7,5,0,0,0,0,0,1,0,Saudi Arabia,53,0,1462,19,4513,50-59,Mid,Campaign Responder
11629788,1974,Graduation,Married,104065.6,0,0,2013-06-25,84,352,199,74,259,73,48,1,6,6,10,0,0,0,0,0,0,1,0,Spain,51,0,1005,22,4587,50-59,Very High,High Income
7964507,1947,Master,Single,53196.1,0,1,2013-08-05,99,179,2,55,94,82,69,3,11,2,1,7,0,0,0,0,0,1,0,Spain,78,1,481,14,4546,70+,Mid,Campaign Responder
